cards,rank,hand_class
2C 2D 2H 8C 9C,2447,TRIPS
2C 2D 2H 7C 9C,2448,TRIPS
2C 2D 2H 6C 9C,2449,TRIPS
2C 2D 2H 5C 9C,2450,TRIPS
2C 2D 2H 4C 9C,2451,TRIPS
2C 2D 2H 3C 9C,2452,TRIPS
2C 2D 2H 7C 8C,2453,TRIPS
2C 2D 2H 6C 8C,2454,TRIPS
2C 2D 2H 5C 8C,2455,TRIPS
2C 2D 2H 4C 8C,2456,TRIPS
2C 2D 2H 3C 8C,2457,TRIPS
2C 2D 2H 6C 7C,2458,TRIPS
2C 2D 2H 5C 7C,2459,TRIPS
2C 2D 2H 4C 7C,2460,TRIPS
2C 2D 2H 3C 7C,2461,TRIPS
2C 2D 2H 5C 6C,2462,TRIPS
2C 2D 2H 4C 6C,2463,TRIPS
2C 2D 2H 3C 6C,2464,TRIPS
2C 2D 2H 4C 5C,2465,TRIPS
2C 2D 2H 3C 5C,2466,TRIPS
2C 2D 2H 3C 4C,2467,TRIPS
QC KC KD AC AD,2468,TWO_PAIR
JC KC KD AC AD,2469,TWO_PAIR
TC KC KD AC AD,2470,TWO_PAIR
9C KC KD AC AD,2471,TWO_PAIR
8C KC KD AC AD,2472,TWO_PAIR
7C KC KD AC AD,2473,TWO_PAIR
6C KC KD AC AD,2474,TWO_PAIR
5C KC KD AC AD,2475,TWO_PAIR
4C KC KD AC AD,2476,TWO_PAIR
3C KC KD AC AD,2477,TWO_PAIR
2C KC KD AC AD,2478,TWO_PAIR
QC QD KC AC AD,2479,TWO_PAIR
JC QC QD AC AD,2480,TWO_PAIR
TC QC QD AC AD,2481,TWO_PAIR
9C QC QD AC AD,2482,TWO_PAIR
8C QC QD AC AD,2483,TWO_PAIR
7C QC QD AC AD,2484,TWO_PAIR
6C QC QD AC AD,2485,TWO_PAIR
5C QC QD AC AD,2486,TWO_PAIR
4C QC QD AC AD,2487,TWO_PAIR
3C QC QD AC AD,2488,TWO_PAIR
2C QC QD AC AD,2489,TWO_PAIR
JC JD KC AC AD,2490,TWO_PAIR
JC JD QC AC AD,2491,TWO_PAIR
TC JC JD AC AD,2492,TWO_PAIR
9C JC JD AC AD,2493,TWO_PAIR
8C JC JD AC AD,2494,TWO_PAIR
7C JC JD AC AD,2495,TWO_PAIR
6C JC JD AC AD,2496,TWO_PAIR
5C JC JD AC AD,2497,TWO_PAIR
4C JC JD AC AD,2498,TWO_PAIR
3C JC JD AC AD,2499,TWO_PAIR
2C JC JD AC AD,2500,TWO_PAIR
TC TD KC AC AD,2501,TWO_PAIR
TC TD QC AC AD,2502,TWO_PAIR
TC TD JC AC AD,2503,TWO_PAIR
9C TC TD AC AD,2504,TWO_PAIR
8C TC TD AC AD,2505,TWO_PAIR
7C TC TD AC AD,2506,TWO_PAIR
6C TC TD AC AD,2507,TWO_PAIR
5C TC TD AC AD,2508,TWO_PAIR
4C TC TD AC AD,2509,TWO_PAIR
3C TC TD AC AD,2510,TWO_PAIR
2C TC TD AC AD,2511,TWO_PAIR
9C 9D KC AC AD,2512,TWO_PAIR
9C 9D QC AC AD,2513,TWO_PAIR
9C 9D JC AC AD,2514,TWO_PAIR
9C 9D TC AC AD,2515,TWO_PAIR
8C 9C 9D AC AD,2516,TWO_PAIR
7C 9C 9D AC AD,2517,TWO_PAIR
6C 9C 9D AC AD,2518,TWO_PAIR
5C 9C 9D AC AD,2519,TWO_PAIR
4C 9C 9D AC AD,2520,TWO_PAIR
3C 9C 9D AC AD,2521,TWO_PAIR
2C 9C 9D AC AD,2522,TWO_PAIR
8C 8D KC AC AD,2523,TWO_PAIR
8C 8D QC AC AD,2524,TWO_PAIR
8C 8D JC AC AD,2525,TWO_PAIR
8C 8D TC AC AD,2526,TWO_PAIR
8C 8D 9C AC AD,2527,TWO_PAIR
7C 8C 8D AC AD,2528,TWO_PAIR
6C 8C 8D AC AD,2529,TWO_PAIR
5C 8C 8D AC AD,2530,TWO_PAIR
4C 8C 8D AC AD,2531,TWO_PAIR
3C 8C 8D AC AD,2532,TWO_PAIR
2C 8C 8D AC AD,2533,TWO_PAIR
7C 7D KC AC AD,2534,TWO_PAIR
7C 7D QC AC AD,2535,TWO_PAIR
7C 7D JC AC AD,2536,TWO_PAIR
7C 7D TC AC AD,2537,TWO_PAIR
7C 7D 9C AC AD,2538,TWO_PAIR
7C 7D 8C AC AD,2539,TWO_PAIR
6C 7C 7D AC AD,2540,TWO_PAIR
5C 7C 7D AC AD,2541,TWO_PAIR
4C 7C 7D AC AD,2542,TWO_PAIR
3C 7C 7D AC AD,2543,TWO_PAIR
2C 7C 7D AC AD,2544,TWO_PAIR
6C 6D KC AC AD,2545,TWO_PAIR
6C 6D QC AC AD,2546,TWO_PAIR
6C 6D JC AC AD,2547,TWO_PAIR
6C 6D TC AC AD,2548,TWO_PAIR
6C 6D 9C AC AD,2549,TWO_PAIR
6C 6D 8C AC AD,2550,TWO_PAIR
6C 6D 7C AC AD,2551,TWO_PAIR
5C 6C 6D AC AD,2552,TWO_PAIR
4C 6C 6D AC AD,2553,TWO_PAIR
3C 6C 6D AC AD,2554,TWO_PAIR
2C 6C 6D AC AD,2555,TWO_PAIR
5C 5D KC AC AD,2556,TWO_PAIR
5C 5D QC AC AD,2557,TWO_PAIR
5C 5D JC AC AD,2558,TWO_PAIR
5C 5D TC AC AD,2559,TWO_PAIR
5C 5D 9C AC AD,2560,TWO_PAIR
5C 5D 8C AC AD,2561,TWO_PAIR
5C 5D 7C AC AD,2562,TWO_PAIR
5C 5D 6C AC AD,2563,TWO_PAIR
4C 5C 5D AC AD,2564,TWO_PAIR
3C 5C 5D AC AD,2565,TWO_PAIR
2C 5C 5D AC AD,2566,TWO_PAIR
4C 4D KC AC AD,2567,TWO_PAIR
4C 4D QC AC AD,2568,TWO_PAIR
4C 4D JC AC AD,2569,TWO_PAIR
4C 4D TC AC AD,2570,TWO_PAIR
4C 4D 9C AC AD,2571,TWO_PAIR
4C 4D 8C AC AD,2572,TWO_PAIR
4C 4D 7C AC AD,2573,TWO_PAIR
4C 4D 6C AC AD,2574,TWO_PAIR
4C 4D 5C AC AD,2575,TWO_PAIR
3C 4C 4D AC AD,2576,TWO_PAIR
2C 4C 4D AC AD,2577,TWO_PAIR
3C 3D KC AC AD,2578,TWO_PAIR
3C 3D QC AC AD,2579,TWO_PAIR
3C 3D JC AC AD,2580,TWO_PAIR
3C 3D TC AC AD,2581,TWO_PAIR
3C 3D 9C AC AD,2582,TWO_PAIR
3C 3D 8C AC AD,2583,TWO_PAIR
3C 3D 7C AC AD,2584,TWO_PAIR
3C 3D 6C AC AD,2585,TWO_PAIR
3C 3D 5C AC AD,2586,TWO_PAIR
3C 3D 4C AC AD,2587,TWO_PAIR
2C 3C 3D AC AD,2588,TWO_PAIR
2C 2D KC AC AD,2589,TWO_PAIR
2C 2D QC AC AD,2590,TWO_PAIR
2C 2D JC AC AD,2591,TWO_PAIR
2C 2D TC AC AD,2592,TWO_PAIR
2C 2D 9C AC AD,2593,TWO_PAIR
2C 2D 8C AC AD,2594,TWO_PAIR
2C 2D 7C AC AD,2595,TWO_PAIR
2C 2D 6C AC AD,2596,TWO_PAIR
2C 2D 5C AC AD,2597,TWO_PAIR
2C 2D 4C AC AD,2598,TWO_PAIR
2C 2D 3C AC AD,2599,TWO_PAIR
QC QD KC KD AC,2600,TWO_PAIR
JC QC QD KC KD,2601,TWO_PAIR
TC QC QD KC KD,2602,TWO_PAIR
9C QC QD KC KD,2603,TWO_PAIR
8C QC QD KC KD,2604,TWO_PAIR
7C QC QD KC KD,2605,TWO_PAIR
6C QC QD KC KD,2606,TWO_PAIR
5C QC QD KC KD,2607,TWO_PAIR
4C QC QD KC KD,2608,TWO_PAIR
3C QC QD KC KD,2609,TWO_PAIR
2C QC QD KC KD,2610,TWO_PAIR
JC JD KC KD AC,2611,TWO_PAIR
JC JD QC KC KD,2612,TWO_PAIR
TC JC JD KC KD,2613,TWO_PAIR
9C JC JD KC KD,2614,TWO_PAIR
8C JC JD KC KD,2615,TWO_PAIR
7C JC JD KC KD,2616,TWO_PAIR
6C JC JD KC KD,2617,TWO_PAIR
5C JC JD KC KD,2618,TWO_PAIR
4C JC JD KC KD,2619,TWO_PAIR
3C JC JD KC KD,2620,TWO_PAIR
2C JC JD KC KD,2621,TWO_PAIR
TC TD KC KD AC,2622,TWO_PAIR
TC TD QC KC KD,2623,TWO_PAIR
TC TD JC KC KD,2624,TWO_PAIR
9C TC TD KC KD,2625,TWO_PAIR
8C TC TD KC KD,2626,TWO_PAIR
7C TC TD KC KD,2627,TWO_PAIR
6C TC TD KC KD,2628,TWO_PAIR
5C TC TD KC KD,2629,TWO_PAIR
4C TC TD KC KD,2630,TWO_PAIR
3C TC TD KC KD,2631,TWO_PAIR
2C TC TD KC KD,2632,TWO_PAIR
9C 9D KC KD AC,2633,TWO_PAIR
9C 9D QC KC KD,2634,TWO_PAIR
9C 9D JC KC KD,2635,TWO_PAIR
9C 9D TC KC KD,2636,TWO_PAIR
8C 9C 9D KC KD,2637,TWO_PAIR
7C 9C 9D KC KD,2638,TWO_PAIR
6C 9C 9D KC KD,2639,TWO_PAIR
5C 9C 9D KC KD,2640,TWO_PAIR
4C 9C 9D KC KD,2641,TWO_PAIR
3C 9C 9D KC KD,2642,TWO_PAIR
2C 9C 9D KC KD,2643,TWO_PAIR
8C 8D KC KD AC,2644,TWO_PAIR
8C 8D QC KC KD,2645,TWO_PAIR
8C 8D JC KC KD,2646,TWO_PAIR
8C 8D TC KC KD,2647,TWO_PAIR
8C 8D 9C KC KD,2648,TWO_PAIR
7C 8C 8D KC KD,2649,TWO_PAIR
6C 8C 8D KC KD,2650,TWO_PAIR
5C 8C 8D KC KD,2651,TWO_PAIR
4C 8C 8D KC KD,2652,TWO_PAIR
3C 8C 8D KC KD,2653,TWO_PAIR
2C 8C 8D KC KD,2654,TWO_PAIR
7C 7D KC KD AC,2655,TWO_PAIR
7C 7D QC KC KD,2656,TWO_PAIR
7C 7D JC KC KD,2657,TWO_PAIR
7C 7D TC KC KD,2658,TWO_PAIR
7C 7D 9C KC KD,2659,TWO_PAIR
7C 7D 8C KC KD,2660,TWO_PAIR
6C 7C 7D KC KD,2661,TWO_PAIR
5C 7C 7D KC KD,2662,TWO_PAIR
4C 7C 7D KC KD,2663,TWO_PAIR
3C 7C 7D KC KD,2664,TWO_PAIR
2C 7C 7D KC KD,2665,TWO_PAIR
6C 6D KC KD AC,2666,TWO_PAIR
6C 6D QC KC KD,2667,TWO_PAIR
6C 6D JC KC KD,2668,TWO_PAIR
6C 6D TC KC KD,2669,TWO_PAIR
6C 6D 9C KC KD,2670,TWO_PAIR
6C 6D 8C KC KD,2671,TWO_PAIR
6C 6D 7C KC KD,2672,TWO_PAIR
5C 6C 6D KC KD,2673,TWO_PAIR
4C 6C 6D KC KD,2674,TWO_PAIR
3C 6C 6D KC KD,2675,TWO_PAIR
2C 6C 6D KC KD,2676,TWO_PAIR
5C 5D KC KD AC,2677,TWO_PAIR
5C 5D QC KC KD,2678,TWO_PAIR
5C 5D JC KC KD,2679,TWO_PAIR
5C 5D TC KC KD,2680,TWO_PAIR
5C 5D 9C KC KD,2681,TWO_PAIR
5C 5D 8C KC KD,2682,TWO_PAIR
5C 5D 7C KC KD,2683,TWO_PAIR
5C 5D 6C KC KD,2684,TWO_PAIR
4C 5C 5D KC KD,2685,TWO_PAIR
3C 5C 5D KC KD,2686,TWO_PAIR
2C 5C 5D KC KD,2687,TWO_PAIR
4C 4D KC KD AC,2688,TWO_PAIR
4C 4D QC KC KD,2689,TWO_PAIR
4C 4D JC KC KD,2690,TWO_PAIR
4C 4D TC KC KD,2691,TWO_PAIR
4C 4D 9C KC KD,2692,TWO_PAIR
4C 4D 8C KC KD,2693,TWO_PAIR
4C 4D 7C KC KD,2694,TWO_PAIR
4C 4D 6C KC KD,2695,TWO_PAIR
4C 4D 5C KC KD,2696,TWO_PAIR
3C 4C 4D KC KD,2697,TWO_PAIR
2C 4C 4D KC KD,2698,TWO_PAIR
3C 3D KC KD AC,2699,TWO_PAIR
3C 3D QC KC KD,2700,TWO_PAIR
3C 3D JC KC KD,2701,TWO_PAIR
3C 3D TC KC KD,2702,TWO_PAIR
3C 3D 9C KC KD,2703,TWO_PAIR
3C 3D 8C KC KD,2704,TWO_PAIR
3C 3D 7C KC KD,2705,TWO_PAIR
3C 3D 6C KC KD,2706,TWO_PAIR
3C 3D 5C KC KD,2707,TWO_PAIR
3C 3D 4C KC KD,2708,TWO_PAIR
2C 3C 3D KC KD,2709,TWO_PAIR
2C 2D KC KD AC,2710,TWO_PAIR
2C 2D QC KC KD,2711,TWO_PAIR
2C 2D JC KC KD,2712,TWO_PAIR
2C 2D TC KC KD,2713,TWO_PAIR
2C 2D 9C KC KD,2714,TWO_PAIR
2C 2D 8C KC KD,2715,TWO_PAIR
2C 2D 7C KC KD,2716,TWO_PAIR
2C 2D 6C KC KD,2717,TWO_PAIR
2C 2D 5C KC KD,2718,TWO_PAIR
2C 2D 4C KC KD,2719,TWO_PAIR
2C 2D 3C KC KD,2720,TWO_PAIR
JC JD QC QD AC,2721,TWO_PAIR
JC JD QC QD KC,2722,TWO_PAIR
TC JC JD QC QD,2723,TWO_PAIR
9C JC JD QC QD,2724,TWO_PAIR
8C JC JD QC QD,2725,TWO_PAIR
7C JC JD QC QD,2726,TWO_PAIR
6C JC JD QC QD,2727,TWO_PAIR
5C JC JD QC QD,2728,TWO_PAIR
4C JC JD QC QD,2729,TWO_PAIR
3C JC JD QC QD,2730,TWO_PAIR
2C JC JD QC QD,2731,TWO_PAIR
TC TD QC QD AC,2732,TWO_PAIR
TC TD QC QD KC,2733,TWO_PAIR
TC TD JC QC QD,2734,TWO_PAIR
9C TC TD QC QD,2735,TWO_PAIR
8C TC TD QC QD,2736,TWO_PAIR
7C TC TD QC QD,2737,TWO_PAIR
6C TC TD QC QD,2738,TWO_PAIR
5C TC TD QC QD,2739,TWO_PAIR
4C TC TD QC QD,2740,TWO_PAIR
3C TC TD QC QD,2741,TWO_PAIR
2C TC TD QC QD,2742,TWO_PAIR
9C 9D QC QD AC,2743,TWO_PAIR
9C 9D QC QD KC,2744,TWO_PAIR
9C 9D JC QC QD,2745,TWO_PAIR
9C 9D TC QC QD,2746,TWO_PAIR
8C 9C 9D QC QD,2747,TWO_PAIR
7C 9C 9D QC QD,2748,TWO_PAIR
6C 9C 9D QC QD,2749,TWO_PAIR
5C 9C 9D QC QD,2750,TWO_PAIR
4C 9C 9D QC QD,2751,TWO_PAIR
3C 9C 9D QC QD,2752,TWO_PAIR
2C 9C 9D QC QD,2753,TWO_PAIR
8C 8D QC QD AC,2754,TWO_PAIR
8C 8D QC QD KC,2755,TWO_PAIR
8C 8D JC QC QD,2756,TWO_PAIR
8C 8D TC QC QD,2757,TWO_PAIR
8C 8D 9C QC QD,2758,TWO_PAIR
7C 8C 8D QC QD,2759,TWO_PAIR
6C 8C 8D QC QD,2760,TWO_PAIR
5C 8C 8D QC QD,2761,TWO_PAIR
4C 8C 8D QC QD,2762,TWO_PAIR
3C 8C 8D QC QD,2763,TWO_PAIR
2C 8C 8D QC QD,2764,TWO_PAIR
7C 7D QC QD AC,2765,TWO_PAIR
7C 7D QC QD KC,2766,TWO_PAIR
7C 7D JC QC QD,2767,TWO_PAIR
7C 7D TC QC QD,2768,TWO_PAIR
7C 7D 9C QC QD,2769,TWO_PAIR
7C 7D 8C QC QD,2770,TWO_PAIR
6C 7C 7D QC QD,2771,TWO_PAIR
5C 7C 7D QC QD,2772,TWO_PAIR
4C 7C 7D QC QD,2773,TWO_PAIR
3C 7C 7D QC QD,2774,TWO_PAIR
2C 7C 7D QC QD,2775,TWO_PAIR
6C 6D QC QD AC,2776,TWO_PAIR
6C 6D QC QD KC,2777,TWO_PAIR
6C 6D JC QC QD,2778,TWO_PAIR
6C 6D TC QC QD,2779,TWO_PAIR
6C 6D 9C QC QD,2780,TWO_PAIR
6C 6D 8C QC QD,2781,TWO_PAIR
6C 6D 7C QC QD,2782,TWO_PAIR
5C 6C 6D QC QD,2783,TWO_PAIR
4C 6C 6D QC QD,2784,TWO_PAIR
3C 6C 6D QC QD,2785,TWO_PAIR
2C 6C 6D QC QD,2786,TWO_PAIR
5C 5D QC QD AC,2787,TWO_PAIR
5C 5D QC QD KC,2788,TWO_PAIR
5C 5D JC QC QD,2789,TWO_PAIR
5C 5D TC QC QD,2790,TWO_PAIR
5C 5D 9C QC QD,2791,TWO_PAIR
5C 5D 8C QC QD,2792,TWO_PAIR
5C 5D 7C QC QD,2793,TWO_PAIR
5C 5D 6C QC QD,2794,TWO_PAIR
4C 5C 5D QC QD,2795,TWO_PAIR
3C 5C 5D QC QD,2796,TWO_PAIR
2C 5C 5D QC QD,2797,TWO_PAIR
4C 4D QC QD AC,2798,TWO_PAIR
4C 4D QC QD KC,2799,TWO_PAIR
4C 4D JC QC QD,2800,TWO_PAIR
4C 4D TC QC QD,2801,TWO_PAIR
4C 4D 9C QC QD,2802,TWO_PAIR
4C 4D 8C QC QD,2803,TWO_PAIR
4C 4D 7C QC QD,2804,TWO_PAIR
4C 4D 6C QC QD,2805,TWO_PAIR
4C 4D 5C QC QD,2806,TWO_PAIR
3C 4C 4D QC QD,2807,TWO_PAIR
2C 4C 4D QC QD,2808,TWO_PAIR
3C 3D QC QD AC,2809,TWO_PAIR
3C 3D QC QD KC,2810,TWO_PAIR
3C 3D JC QC QD,2811,TWO_PAIR
3C 3D TC QC QD,2812,TWO_PAIR
3C 3D 9C QC QD,2813,TWO_PAIR
3C 3D 8C QC QD,2814,TWO_PAIR
3C 3D 7C QC QD,2815,TWO_PAIR
3C 3D 6C QC QD,2816,TWO_PAIR
3C 3D 5C QC QD,2817,TWO_PAIR
3C 3D 4C QC QD,2818,TWO_PAIR
2C 3C 3D QC QD,2819,TWO_PAIR
2C 2D QC QD AC,2820,TWO_PAIR
2C 2D QC QD KC,2821,TWO_PAIR
2C 2D JC QC QD,2822,TWO_PAIR
2C 2D TC QC QD,2823,TWO_PAIR
2C 2D 9C QC QD,2824,TWO_PAIR
2C 2D 8C QC QD,2825,TWO_PAIR
2C 2D 7C QC QD,2826,TWO_PAIR
2C 2D 6C QC QD,2827,TWO_PAIR
2C 2D 5C QC QD,2828,TWO_PAIR
2C 2D 4C QC QD,2829,TWO_PAIR
2C 2D 3C QC QD,2830,TWO_PAIR
TC TD JC JD AC,2831,TWO_PAIR
TC TD JC JD KC,2832,TWO_PAIR
TC TD JC JD QC,2833,TWO_PAIR
9C TC TD JC JD,2834,TWO_PAIR
8C TC TD JC JD,2835,TWO_PAIR
7C TC TD JC JD,2836,TWO_PAIR
6C TC TD JC JD,2837,TWO_PAIR
5C TC TD JC JD,2838,TWO_PAIR
4C TC TD JC JD,2839,TWO_PAIR
3C TC TD JC JD,2840,TWO_PAIR
2C TC TD JC JD,2841,TWO_PAIR
9C 9D JC JD AC,2842,TWO_PAIR
9C 9D JC JD KC,2843,TWO_PAIR
9C 9D JC JD QC,2844,TWO_PAIR
9C 9D TC JC JD,2845,TWO_PAIR
8C 9C 9D JC JD,2846,TWO_PAIR
7C 9C 9D JC JD,2847,TWO_PAIR
6C 9C 9D JC JD,2848,TWO_PAIR
5C 9C 9D JC JD,2849,TWO_PAIR
4C 9C 9D JC JD,2850,TWO_PAIR
3C 9C 9D JC JD,2851,TWO_PAIR
2C 9C 9D JC JD,2852,TWO_PAIR
8C 8D JC JD AC,2853,TWO_PAIR
8C 8D JC JD KC,2854,TWO_PAIR
8C 8D JC JD QC,2855,TWO_PAIR
8C 8D TC JC JD,2856,TWO_PAIR
8C 8D 9C JC JD,2857,TWO_PAIR
7C 8C 8D JC JD,2858,TWO_PAIR
6C 8C 8D JC JD,2859,TWO_PAIR
5C 8C 8D JC JD,2860,TWO_PAIR
4C 8C 8D JC JD,2861,TWO_PAIR
3C 8C 8D JC JD,2862,TWO_PAIR
2C 8C 8D JC JD,2863,TWO_PAIR
7C 7D JC JD AC,2864,TWO_PAIR
7C 7D JC JD KC,2865,TWO_PAIR
7C 7D JC JD QC,2866,TWO_PAIR
7C 7D TC JC JD,2867,TWO_PAIR
7C 7D 9C JC JD,2868,TWO_PAIR
7C 7D 8C JC JD,2869,TWO_PAIR
6C 7C 7D JC JD,2870,TWO_PAIR
5C 7C 7D JC JD,2871,TWO_PAIR
4C 7C 7D JC JD,2872,TWO_PAIR
3C 7C 7D JC JD,2873,TWO_PAIR
2C 7C 7D JC JD,2874,TWO_PAIR
6C 6D JC JD AC,2875,TWO_PAIR
6C 6D JC JD KC,2876,TWO_PAIR
6C 6D JC JD QC,2877,TWO_PAIR
6C 6D TC JC JD,2878,TWO_PAIR
6C 6D 9C JC JD,2879,TWO_PAIR
6C 6D 8C JC JD,2880,TWO_PAIR
6C 6D 7C JC JD,2881,TWO_PAIR
5C 6C 6D JC JD,2882,TWO_PAIR
4C 6C 6D JC JD,2883,TWO_PAIR
3C 6C 6D JC JD,2884,TWO_PAIR
2C 6C 6D JC JD,2885,TWO_PAIR
5C 5D JC JD AC,2886,TWO_PAIR
5C 5D JC JD KC,2887,TWO_PAIR
5C 5D JC JD QC,2888,TWO_PAIR
5C 5D TC JC JD,2889,TWO_PAIR
5C 5D 9C JC JD,2890,TWO_PAIR
5C 5D 8C JC JD,2891,TWO_PAIR
5C 5D 7C JC JD,2892,TWO_PAIR
5C 5D 6C JC JD,2893,TWO_PAIR
4C 5C 5D JC JD,2894,TWO_PAIR
3C 5C 5D JC JD,2895,TWO_PAIR
2C 5C 5D JC JD,2896,TWO_PAIR
4C 4D JC JD AC,2897,TWO_PAIR
4C 4D JC JD KC,2898,TWO_PAIR
4C 4D JC JD QC,2899,TWO_PAIR
4C 4D TC JC JD,2900,TWO_PAIR
4C 4D 9C JC JD,2901,TWO_PAIR
4C 4D 8C JC JD,2902,TWO_PAIR
4C 4D 7C JC JD,2903,TWO_PAIR
4C 4D 6C JC JD,2904,TWO_PAIR
4C 4D 5C JC JD,2905,TWO_PAIR
3C 4C 4D JC JD,2906,TWO_PAIR
2C 4C 4D JC JD,2907,TWO_PAIR
3C 3D JC JD AC,2908,TWO_PAIR
3C 3D JC JD KC,2909,TWO_PAIR
3C 3D JC JD QC,2910,TWO_PAIR
3C 3D TC JC JD,2911,TWO_PAIR
3C 3D 9C JC JD,2912,TWO_PAIR
3C 3D 8C JC JD,2913,TWO_PAIR
3C 3D 7C JC JD,2914,TWO_PAIR
3C 3D 6C JC JD,2915,TWO_PAIR
3C 3D 5C JC JD,2916,TWO_PAIR
3C 3D 4C JC JD,2917,TWO_PAIR
2C 3C 3D JC JD,2918,TWO_PAIR
2C 2D JC JD AC,2919,TWO_PAIR
2C 2D JC JD KC,2920,TWO_PAIR
2C 2D JC JD QC,2921,TWO_PAIR
2C 2D TC JC JD,2922,TWO_PAIR
2C 2D 9C JC JD,2923,TWO_PAIR
2C 2D 8C JC JD,2924,TWO_PAIR
2C 2D 7C JC JD,2925,TWO_PAIR
2C 2D 6C JC JD,2926,TWO_PAIR
2C 2D 5C JC JD,2927,TWO_PAIR
2C 2D 4C JC JD,2928,TWO_PAIR
2C 2D 3C JC JD,2929,TWO_PAIR
9C 9D TC TD AC,2930,TWO_PAIR
9C 9D TC TD KC,2931,TWO_PAIR
9C 9D TC TD QC,2932,TWO_PAIR
9C 9D TC TD JC,2933,TWO_PAIR
8C 9C 9D TC TD,2934,TWO_PAIR
7C 9C 9D TC TD,2935,TWO_PAIR
6C 9C 9D TC TD,2936,TWO_PAIR
5C 9C 9D TC TD,2937,TWO_PAIR
4C 9C 9D TC TD,2938,TWO_PAIR
3C 9C 9D TC TD,2939,TWO_PAIR
2C 9C 9D TC TD,2940,TWO_PAIR
8C 8D TC TD AC,2941,TWO_PAIR
8C 8D TC TD KC,2942,TWO_PAIR
8C 8D TC TD QC,2943,TWO_PAIR
8C 8D TC TD JC,2944,TWO_PAIR
8C 8D 9C TC TD,2945,TWO_PAIR
7C 8C 8D TC TD,2946,TWO_PAIR
6C 8C 8D TC TD,2947,TWO_PAIR
5C 8C 8D TC TD,2948,TWO_PAIR
4C 8C 8D TC TD,2949,TWO_PAIR
3C 8C 8D TC TD,2950,TWO_PAIR
2C 8C 8D TC TD,2951,TWO_PAIR
7C 7D TC TD AC,2952,TWO_PAIR
7C 7D TC TD KC,2953,TWO_PAIR
7C 7D TC TD QC,2954,TWO_PAIR
7C 7D TC TD JC,2955,TWO_PAIR
7C 7D 9C TC TD,2956,TWO_PAIR
7C 7D 8C TC TD,2957,TWO_PAIR
6C 7C 7D TC TD,2958,TWO_PAIR
5C 7C 7D TC TD,2959,TWO_PAIR
4C 7C 7D TC TD,2960,TWO_PAIR
3C 7C 7D TC TD,2961,TWO_PAIR
2C 7C 7D TC TD,2962,TWO_PAIR
6C 6D TC TD AC,2963,TWO_PAIR
6C 6D TC TD KC,2964,TWO_PAIR
6C 6D TC TD QC,2965,TWO_PAIR
6C 6D TC TD JC,2966,TWO_PAIR
6C 6D 9C TC TD,2967,TWO_PAIR
6C 6D 8C TC TD,2968,TWO_PAIR
6C 6D 7C TC TD,2969,TWO_PAIR
5C 6C 6D TC TD,2970,TWO_PAIR
4C 6C 6D TC TD,2971,TWO_PAIR
3C 6C 6D TC TD,2972,TWO_PAIR
2C 6C 6D TC TD,2973,TWO_PAIR
5C 5D TC TD AC,2974,TWO_PAIR
5C 5D TC TD KC,2975,TWO_PAIR
5C 5D TC TD QC,2976,TWO_PAIR
5C 5D TC TD JC,2977,TWO_PAIR
5C 5D 9C TC TD,2978,TWO_PAIR
5C 5D 8C TC TD,2979,TWO_PAIR
5C 5D 7C TC TD,2980,TWO_PAIR
5C 5D 6C TC TD,2981,TWO_PAIR
4C 5C 5D TC TD,2982,TWO_PAIR
3C 5C 5D TC TD,2983,TWO_PAIR
2C 5C 5D TC TD,2984,TWO_PAIR
4C 4D TC TD AC,2985,TWO_PAIR
4C 4D TC TD KC,2986,TWO_PAIR
4C 4D TC TD QC,2987,TWO_PAIR
4C 4D TC TD JC,2988,TWO_PAIR
4C 4D 9C TC TD,2989,TWO_PAIR
4C 4D 8C TC TD,2990,TWO_PAIR
4C 4D 7C TC TD,2991,TWO_PAIR
4C 4D 6C TC TD,2992,TWO_PAIR
4C 4D 5C TC TD,2993,TWO_PAIR
3C 4C 4D TC TD,2994,TWO_PAIR
2C 4C 4D TC TD,2995,TWO_PAIR
3C 3D TC TD AC,2996,TWO_PAIR
3C 3D TC TD KC,2997,TWO_PAIR
3C 3D TC TD QC,2998,TWO_PAIR
3C 3D TC TD JC,2999,TWO_PAIR
3C 3D 9C TC TD,3000,TWO_PAIR
3C 3D 8C TC TD,3001,TWO_PAIR
3C 3D 7C TC TD,3002,TWO_PAIR
3C 3D 6C TC TD,3003,TWO_PAIR
3C 3D 5C TC TD,3004,TWO_PAIR
3C 3D 4C TC TD,3005,TWO_PAIR
2C 3C 3D TC TD,3006,TWO_PAIR
2C 2D TC TD AC,3007,TWO_PAIR
2C 2D TC TD KC,3008,TWO_PAIR
2C 2D TC TD QC,3009,TWO_PAIR
2C 2D TC TD JC,3010,TWO_PAIR
2C 2D 9C TC TD,3011,TWO_PAIR
2C 2D 8C TC TD,3012,TWO_PAIR
2C 2D 7C TC TD,3013,TWO_PAIR
2C 2D 6C TC TD,3014,TWO_PAIR
2C 2D 5C TC TD,3015,TWO_PAIR
2C 2D 4C TC TD,3016,TWO_PAIR
2C 2D 3C TC TD,3017,TWO_PAIR
8C 8D 9C 9D AC,3018,TWO_PAIR
8C 8D 9C 9D KC,3019,TWO_PAIR
8C 8D 9C 9D QC,3020,TWO_PAIR
8C 8D 9C 9D JC,3021,TWO_PAIR
