cards,rank,hand_class
3C 8C QC QD AC,3804,PAIR
2C 8C QC QD AC,3805,PAIR
6C 7C QC QD AC,3806,PAIR
5C 7C QC QD AC,3807,PAIR
4C 7C QC QD AC,3808,PAIR
3C 7C QC QD AC,3809,PAIR
2C 7C QC QD AC,3810,PAIR
5C 6C QC QD AC,3811,PAIR
4C 6C QC QD AC,3812,PAIR
3C 6C QC QD AC,3813,PAIR
2C 6C QC QD AC,3814,PAIR
4C 5C QC QD AC,3815,PAIR
3C 5C QC QD AC,3816,PAIR
2C 5C QC QD AC,3817,PAIR
3C 4C QC QD AC,3818,PAIR
2C 4C QC QD AC,3819,PAIR
2C 3C QC QD AC,3820,PAIR
TC JC QC QD KC,3821,PAIR
9C JC QC QD KC,3822,PAIR
8C JC QC QD KC,3823,PAIR
7C JC QC QD KC,3824,PAIR
6C JC QC QD KC,3825,PAIR
5C JC QC QD KC,3826,PAIR
4C JC QC QD KC,3827,PAIR
3C JC QC QD KC,3828,PAIR
2C JC QC QD KC,3829,PAIR
9C TC QC QD KC,3830,PAIR
8C TC QC QD KC,3831,PAIR
7C TC QC QD KC,3832,PAIR
6C TC QC QD KC,3833,PAIR
5C TC QC QD KC,3834,PAIR
4C TC QC QD KC,3835,PAIR
3C TC QC QD KC,3836,PAIR
2C TC QC QD KC,3837,PAIR
8C 9C QC QD KC,3838,PAIR
7C 9C QC QD KC,3839,PAIR
6C 9C QC QD KC,3840,PAIR
5C 9C QC QD KC,3841,PAIR
4C 9C QC QD KC,3842,PAIR
3C 9C QC QD KC,3843,PAIR
2C 9C QC QD KC,3844,PAIR
7C 8C QC QD KC,3845,PAIR
6C 8C QC QD KC,3846,PAIR
5C 8C QC QD KC,3847,PAIR
4C 8C QC QD KC,3848,PAIR
3C 8C QC QD KC,3849,PAIR
2C 8C QC QD KC,3850,PAIR
6C 7C QC QD KC,3851,PAIR
5C 7C QC QD KC,3852,PAIR
4C 7C QC QD KC,3853,PAIR
3C 7C QC QD KC,3854,PAIR
2C 7C QC QD KC,3855,PAIR
5C 6C QC QD KC,3856,PAIR
4C 6C QC QD KC,3857,PAIR
3C 6C QC QD KC,3858,PAIR
2C 6C QC QD KC,3859,PAIR
4C 5C QC QD KC,3860,PAIR
3C 5C QC QD KC,3861,PAIR
2C 5C QC QD KC,3862,PAIR
3C 4C QC QD KC,3863,PAIR
2C 4C QC QD KC,3864,PAIR
2C 3C QC QD KC,3865,PAIR
9C TC JC QC QD,3866,PAIR
8C TC JC QC QD,3867,PAIR
7C TC JC QC QD,3868,PAIR
6C TC JC QC QD,3869,PAIR
5C TC JC QC QD,3870,PAIR
4C TC JC QC QD,3871,PAIR
3C TC JC QC QD,3872,PAIR
2C TC JC QC QD,3873,PAIR
8C 9C JC QC QD,3874,PAIR
7C 9C JC QC QD,3875,PAIR
6C 9C JC QC QD,3876,PAIR
5C 9C JC QC QD,3877,PAIR
4C 9C JC QC QD,3878,PAIR
3C 9C JC QC QD,3879,PAIR
2C 9C JC QC QD,3880,PAIR
7C 8C JC QC QD,3881,PAIR
6C 8C JC QC QD,3882,PAIR
5C 8C JC QC QD,3883,PAIR
4C 8C JC QC QD,3884,PAIR
3C 8C JC QC QD,3885,PAIR
2C 8C JC QC QD,3886,PAIR
6C 7C JC QC QD,3887,PAIR
5C 7C JC QC QD,3888,PAIR
4C 7C JC QC QD,3889,PAIR
3C 7C JC QC QD,3890,PAIR
2C 7C JC QC QD,3891,PAIR
5C 6C JC QC QD,3892,PAIR
4C 6C JC QC QD,3893,PAIR
3C 6C JC QC QD,3894,PAIR
2C 6C JC QC QD,3895,PAIR
4C 5C JC QC QD,3896,PAIR
3C 5C JC QC QD,3897,PAIR
2C 5C JC QC QD,3898,PAIR
3C 4C JC QC QD,3899,PAIR
2C 4C JC QC QD,3900,PAIR
2C 3C JC QC QD,3901,PAIR
8C 9C TC QC QD,3902,PAIR
7C 9C TC QC QD,3903,PAIR
6C 9C TC QC QD,3904,PAIR
5C 9C TC QC QD,3905,PAIR
4C 9C TC QC QD,3906,PAIR
3C 9C TC QC QD,3907,PAIR
2C 9C TC QC QD,3908,PAIR
7C 8C TC QC QD,3909,PAIR
6C 8C TC QC QD,3910,PAIR
5C 8C TC QC QD,3911,PAIR
4C 8C TC QC QD,3912,PAIR
3C 8C TC QC QD,3913,PAIR
2C 8C TC QC QD,3914,PAIR
6C 7C TC QC QD,3915,PAIR
5C 7C TC QC QD,3916,PAIR
4C 7C TC QC QD,3917,PAIR
3C 7C TC QC QD,3918,PAIR
2C 7C TC QC QD,3919,PAIR
5C 6C TC QC QD,3920,PAIR
4C 6C TC QC QD,3921,PAIR
3C 6C TC QC QD,3922,PAIR
2C 6C TC QC QD,3923,PAIR
4C 5C TC QC QD,3924,PAIR
3C 5C TC QC QD,3925,PAIR
2C 5C TC QC QD,3926,PAIR
3C 4C TC QC QD,3927,PAIR
2C 4C TC QC QD,3928,PAIR
2C 3C TC QC QD,3929,PAIR
7C 8C 9C QC QD,3930,PAIR
6C 8C 9C QC QD,3931,PAIR
5C 8C 9C QC QD,3932,PAIR
4C 8C 9C QC QD,3933,PAIR
3C 8C 9C QC QD,3934,PAIR
2C 8C 9C QC QD,3935,PAIR
6C 7C 9C QC QD,3936,PAIR
5C 7C 9C QC QD,3937,PAIR
4C 7C 9C QC QD,3938,PAIR
3C 7C 9C QC QD,3939,PAIR
2C 7C 9C QC QD,3940,PAIR
5C 6C 9C QC QD,3941,PAIR
4C 6C 9C QC QD,3942,PAIR
3C 6C 9C QC QD,3943,PAIR
2C 6C 9C QC QD,3944,PAIR
4C 5C 9C QC QD,3945,PAIR
3C 5C 9C QC QD,3946,PAIR
2C 5C 9C QC QD,3947,PAIR
3C 4C 9C QC QD,3948,PAIR
2C 4C 9C QC QD,3949,PAIR
2C 3C 9C QC QD,3950,PAIR
6C 7C 8C QC QD,3951,PAIR
5C 7C 8C QC QD,3952,PAIR
4C 7C 8C QC QD,3953,PAIR
3C 7C 8C QC QD,3954,PAIR
2C 7C 8C QC QD,3955,PAIR
5C 6C 8C QC QD,3956,PAIR
4C 6C 8C QC QD,3957,PAIR
3C 6C 8C QC QD,3958,PAIR
2C 6C 8C QC QD,3959,PAIR
4C 5C 8C QC QD,3960,PAIR
3C 5C 8C QC QD,3961,PAIR
2C 5C 8C QC QD,3962,PAIR
3C 4C 8C QC QD,3963,PAIR
2C 4C 8C QC QD,3964,PAIR
2C 3C 8C QC QD,3965,PAIR
5C 6C 7C QC QD,3966,PAIR
4C 6C 7C QC QD,3967,PAIR
3C 6C 7C QC QD,3968,PAIR
2C 6C 7C QC QD,3969,PAIR
4C 5C 7C QC QD,3970,PAIR
3C 5C 7C QC QD,3971,PAIR
2C 5C 7C QC QD,3972,PAIR
3C 4C 7C QC QD,3973,PAIR
2C 4C 7C QC QD,3974,PAIR
2C 3C 7C QC QD,3975,PAIR
4C 5C 6C QC QD,3976,PAIR
3C 5C 6C QC QD,3977,PAIR
2C 5C 6C QC QD,3978,PAIR
3C 4C 6C QC QD,3979,PAIR
2C 4C 6C QC QD,3980,PAIR
2C 3C 6C QC QD,3981,PAIR
3C 4C 5C QC QD,3982,PAIR
2C 4C 5C QC QD,3983,PAIR
2C 3C 5C QC QD,3984,PAIR
2C 3C 4C QC QD,3985,PAIR
JC JD QC KC AC,3986,PAIR
TC JC JD KC AC,3987,PAIR
9C JC JD KC AC,3988,PAIR
8C JC JD KC AC,3989,PAIR
7C JC JD KC AC,3990,PAIR
6C JC JD KC AC,3991,PAIR
5C JC JD KC AC,3992,PAIR
4C JC JD KC AC,3993,PAIR
3C JC JD KC AC,3994,PAIR
2C JC JD KC AC,3995,PAIR
TC JC JD QC AC,3996,PAIR
9C JC JD QC AC,3997,PAIR
8C JC JD QC AC,3998,PAIR
7C JC JD QC AC,3999,PAIR
6C JC JD QC AC,4000,PAIR
5C JC JD QC AC,4001,PAIR
4C JC JD QC AC,4002,PAIR
3C JC JD QC AC,4003,PAIR
2C JC JD QC AC,4004,PAIR
9C TC JC JD AC,4005,PAIR
8C TC JC JD AC,4006,PAIR
7C TC JC JD AC,4007,PAIR
6C TC JC JD AC,4008,PAIR
5C TC JC JD AC,4009,PAIR
4C TC JC JD AC,4010,PAIR
3C TC JC JD AC,4011,PAIR
2C TC JC JD AC,4012,PAIR
8C 9C JC JD AC,4013,PAIR
7C 9C JC JD AC,4014,PAIR
6C 9C JC JD AC,4015,PAIR
5C 9C JC JD AC,4016,PAIR
4C 9C JC JD AC,4017,PAIR
3C 9C JC JD AC,4018,PAIR
2C 9C JC JD AC,4019,PAIR
7C 8C JC JD AC,4020,PAIR
6C 8C JC JD AC,4021,PAIR
5C 8C JC JD AC,4022,PAIR
4C 8C JC JD AC,4023,PAIR
3C 8C JC JD AC,4024,PAIR
2C 8C JC JD AC,4025,PAIR
6C 7C JC JD AC,4026,PAIR
5C 7C JC JD AC,4027,PAIR
4C 7C JC JD AC,4028,PAIR
3C 7C JC JD AC,4029,PAIR
2C 7C JC JD AC,4030,PAIR
5C 6C JC JD AC,4031,PAIR
4C 6C JC JD AC,4032,PAIR
3C 6C JC JD AC,4033,PAIR
2C 6C JC JD AC,4034,PAIR
4C 5C JC JD AC,4035,PAIR
3C 5C JC JD AC,4036,PAIR
2C 5C JC JD AC,4037,PAIR
3C 4C JC JD AC,4038,PAIR
2C 4C JC JD AC,4039,PAIR
2C 3C JC JD AC,4040,PAIR
TC JC JD QC KC,4041,PAIR
9C JC JD QC KC,4042,PAIR
8C JC JD QC KC,4043,PAIR
7C JC JD QC KC,4044,PAIR
6C JC JD QC KC,4045,PAIR
5C JC JD QC KC,4046,PAIR
4C JC JD QC KC,4047,PAIR
3C JC JD QC KC,4048,PAIR
2C JC JD QC KC,4049,PAIR
9C TC JC JD KC,4050,PAIR
8C TC JC JD KC,4051,PAIR
7C TC JC JD KC,4052,PAIR
6C TC JC JD KC,4053,PAIR
5C TC JC JD KC,4054,PAIR
4C TC JC JD KC,4055,PAIR
3C TC JC JD KC,4056,PAIR
2C TC JC JD KC,4057,PAIR
8C 9C JC JD KC,4058,PAIR
7C 9C JC JD KC,4059,PAIR
6C 9C JC JD KC,4060,PAIR
5C 9C JC JD KC,4061,PAIR
4C 9C JC JD KC,4062,PAIR
3C 9C JC JD KC,4063,PAIR
2C 9C JC JD KC,4064,PAIR
7C 8C JC JD KC,4065,PAIR
6C 8C JC JD KC,4066,PAIR
5C 8C JC JD KC,4067,PAIR
4C 8C JC JD KC,4068,PAIR
3C 8C JC JD KC,4069,PAIR
2C 8C JC JD KC,4070,PAIR
6C 7C JC JD KC,4071,PAIR
5C 7C JC JD KC,4072,PAIR
4C 7C JC JD KC,4073,PAIR
3C 7C JC JD KC,4074,PAIR
2C 7C JC JD KC,4075,PAIR
5C 6C JC JD KC,4076,PAIR
4C 6C JC JD KC,4077,PAIR
3C 6C JC JD KC,4078,PAIR
2C 6C JC JD KC,4079,PAIR
4C 5C JC JD KC,4080,PAIR
3C 5C JC JD KC,4081,PAIR
2C 5C JC JD KC,4082,PAIR
3C 4C JC JD KC,4083,PAIR
2C 4C JC JD KC,4084,PAIR
2C 3C JC JD KC,4085,PAIR
9C TC JC JD QC,4086,PAIR
8C TC JC JD QC,4087,PAIR
7C TC JC JD QC,4088,PAIR
6C TC JC JD QC,4089,PAIR
5C TC JC JD QC,4090,PAIR
4C TC JC JD QC,4091,PAIR
3C TC JC JD QC,4092,PAIR
2C TC JC JD QC,4093,PAIR
8C 9C JC JD QC,4094,PAIR
7C 9C JC JD QC,4095,PAIR
6C 9C JC JD QC,4096,PAIR
5C 9C JC JD QC,4097,PAIR
4C 9C JC JD QC,4098,PAIR
3C 9C JC JD QC,4099,PAIR
2C 9C JC JD QC,4100,PAIR
7C 8C JC JD QC,4101,PAIR
6C 8C JC JD QC,4102,PAIR
5C 8C JC JD QC,4103,PAIR
4C 8C JC JD QC,4104,PAIR
3C 8C JC JD QC,4105,PAIR
2C 8C JC JD QC,4106,PAIR
6C 7C JC JD QC,4107,PAIR
5C 7C JC JD QC,4108,PAIR
4C 7C JC JD QC,4109,PAIR
3C 7C JC JD QC,4110,PAIR
2C 7C JC JD QC,4111,PAIR
5C 6C JC JD QC,4112,PAIR
4C 6C JC JD QC,4113,PAIR
3C 6C JC JD QC,4114,PAIR
2C 6C JC JD QC,4115,PAIR
4C 5C JC JD QC,4116,PAIR
3C 5C JC JD QC,4117,PAIR
2C 5C JC JD QC,4118,PAIR
3C 4C JC JD QC,4119,PAIR
2C 4C JC JD QC,4120,PAIR
2C 3C JC JD QC,4121,PAIR
8C 9C TC JC JD,4122,PAIR
7C 9C TC JC JD,4123,PAIR
6C 9C TC JC JD,4124,PAIR
5C 9C TC JC JD,4125,PAIR
4C 9C TC JC JD,4126,PAIR
3C 9C TC JC JD,4127,PAIR
2C 9C TC JC JD,4128,PAIR
7C 8C TC JC JD,4129,PAIR
6C 8C TC JC JD,4130,PAIR
5C 8C TC JC JD,4131,PAIR
4C 8C TC JC JD,4132,PAIR
3C 8C TC JC JD,4133,PAIR
2C 8C TC JC JD,4134,PAIR
6C 7C TC JC JD,4135,PAIR
5C 7C TC JC JD,4136,PAIR
4C 7C TC JC JD,4137,PAIR
3C 7C TC JC JD,4138,PAIR
2C 7C TC JC JD,4139,PAIR
5C 6C TC JC JD,4140,PAIR
4C 6C TC JC JD,4141,PAIR
3C 6C TC JC JD,4142,PAIR
2C 6C TC JC JD,4143,PAIR
4C 5C TC JC JD,4144,PAIR
3C 5C TC JC JD,4145,PAIR
2C 5C TC JC JD,4146,PAIR
3C 4C TC JC JD,4147,PAIR
2C 4C TC JC JD,4148,PAIR
2C 3C TC JC JD,4149,PAIR
7C 8C 9C JC JD,4150,PAIR
6C 8C 9C JC JD,4151,PAIR
5C 8C 9C JC JD,4152,PAIR
4C 8C 9C JC JD,4153,PAIR
3C 8C 9C JC JD,4154,PAIR
2C 8C 9C JC JD,4155,PAIR
6C 7C 9C JC JD,4156,PAIR
5C 7C 9C JC JD,4157,PAIR
4C 7C 9C JC JD,4158,PAIR
3C 7C 9C JC JD,4159,PAIR
2C 7C 9C JC JD,4160,PAIR
5C 6C 9C JC JD,4161,PAIR
4C 6C 9C JC JD,4162,PAIR
3C 6C 9C JC JD,4163,PAIR
2C 6C 9C JC JD,4164,PAIR
4C 5C 9C JC JD,4165,PAIR
3C 5C 9C JC JD,4166,PAIR
2C 5C 9C JC JD,4167,PAIR
3C 4C 9C JC JD,4168,PAIR
2C 4C 9C JC JD,4169,PAIR
2C 3C 9C JC JD,4170,PAIR
6C 7C 8C JC JD,4171,PAIR
5C 7C 8C JC JD,4172,PAIR
4C 7C 8C JC JD,4173,PAIR
3C 7C 8C JC JD,4174,PAIR
2C 7C 8C JC JD,4175,PAIR
5C 6C 8C JC JD,4176,PAIR
4C 6C 8C JC JD,4177,PAIR
3C 6C 8C JC JD,4178,PAIR
2C 6C 8C JC JD,4179,PAIR
4C 5C 8C JC JD,4180,PAIR
3C 5C 8C JC JD,4181,PAIR
2C 5C 8C JC JD,4182,PAIR
3C 4C 8C JC JD,4183,PAIR
2C 4C 8C JC JD,4184,PAIR
2C 3C 8C JC JD,4185,PAIR
5C 6C 7C JC JD,4186,PAIR
4C 6C 7C JC JD,4187,PAIR
3C 6C 7C JC JD,4188,PAIR
2C 6C 7C JC JD,4189,PAIR
4C 5C 7C JC JD,4190,PAIR
3C 5C 7C JC JD,4191,PAIR
2C 5C 7C JC JD,4192,PAIR
3C 4C 7C JC JD,4193,PAIR
2C 4C 7C JC JD,4194,PAIR
2C 3C 7C JC JD,4195,PAIR
4C 5C 6C JC JD,4196,PAIR
3C 5C 6C JC JD,4197,PAIR
2C 5C 6C JC JD,4198,PAIR
3C 4C 6C JC JD,4199,PAIR
2C 4C 6C JC JD,4200,PAIR
2C 3C 6C JC JD,4201,PAIR
3C 4C 5C JC JD,4202,PAIR
2C 4C 5C JC JD,4203,PAIR
2C 3C 5C JC JD,4204,PAIR
2C 3C 4C JC JD,4205,PAIR
TC TD QC KC AC,4206,PAIR
TC TD JC KC AC,4207,PAIR
9C TC TD KC AC,4208,PAIR
8C TC TD KC AC,4209,PAIR
7C TC TD KC AC,4210,PAIR
6C TC TD KC AC,4211,PAIR
5C TC TD KC AC,4212,PAIR
4C TC TD KC AC,4213,PAIR
3C TC TD KC AC,4214,PAIR
2C TC TD KC AC,4215,PAIR
TC TD JC QC AC,4216,PAIR
9C TC TD QC AC,4217,PAIR
8C TC TD QC AC,4218,PAIR
7C TC TD QC AC,4219,PAIR
6C TC TD QC AC,4220,PAIR
5C TC TD QC AC,4221,PAIR
4C TC TD QC AC,4222,PAIR
3C TC TD QC AC,4223,PAIR
2C TC TD QC AC,4224,PAIR
9C TC TD JC AC,4225,PAIR
8C TC TD JC AC,4226,PAIR
7C TC TD JC AC,4227,PAIR
6C TC TD JC AC,4228,PAIR
5C TC TD JC AC,4229,PAIR
4C TC TD JC AC,4230,PAIR
3C TC TD JC AC,4231,PAIR
2C TC TD JC AC,4232,PAIR
8C 9C TC TD AC,4233,PAIR
7C 9C TC TD AC,4234,PAIR
6C 9C TC TD AC,4235,PAIR
5C 9C TC TD AC,4236,PAIR
4C 9C TC TD AC,4237,PAIR
3C 9C TC TD AC,4238,PAIR
2C 9C TC TD AC,4239,PAIR
7C 8C TC TD AC,4240,PAIR
6C 8C TC TD AC,4241,PAIR
5C 8C TC TD AC,4242,PAIR
4C 8C TC TD AC,4243,PAIR
3C 8C TC TD AC,4244,PAIR
2C 8C TC TD AC,4245,PAIR
6C 7C TC TD AC,4246,PAIR
5C 7C TC TD AC,4247,PAIR
4C 7C TC TD AC,4248,PAIR
3C 7C TC TD AC,4249,PAIR
2C 7C TC TD AC,4250,PAIR
5C 6C TC TD AC,4251,PAIR
4C 6C TC TD AC,4252,PAIR
3C 6C TC TD AC,4253,PAIR
2C 6C TC TD AC,4254,PAIR
4C 5C TC TD AC,4255,PAIR
3C 5C TC TD AC,4256,PAIR
2C 5C TC TD AC,4257,PAIR
3C 4C TC TD AC,4258,PAIR
2C 4C TC TD AC,4259,PAIR
2C 3C TC TD AC,4260,PAIR
TC TD JC QC KC,4261,PAIR
9C TC TD QC KC,4262,PAIR
8C TC TD QC KC,4263,PAIR
7C TC TD QC KC,4264,PAIR
6C TC TD QC KC,4265,PAIR
5C TC TD QC KC,4266,PAIR
4C TC TD QC KC,4267,PAIR
3C TC TD QC KC,4268,PAIR
2C TC TD QC KC,4269,PAIR
9C TC TD JC KC,4270,PAIR
8C TC TD JC KC,4271,PAIR
7C TC TD JC KC,4272,PAIR
6C TC TD JC KC,4273,PAIR
5C TC TD JC KC,4274,PAIR
4C TC TD JC KC,4275,PAIR
3C TC TD JC KC,4276,PAIR
2C TC TD JC KC,4277,PAIR
8C 9C TC TD KC,4278,PAIR
7C 9C TC TD KC,4279,PAIR
6C 9C TC TD KC,4280,PAIR
5C 9C TC TD KC,4281,PAIR
4C 9C TC TD KC,4282,PAIR
3C 9C TC TD KC,4283,PAIR
2C 9C TC TD KC,4284,PAIR
7C 8C TC TD KC,4285,PAIR
6C 8C TC TD KC,4286,PAIR
5C 8C TC TD KC,4287,PAIR
4C 8C TC TD KC,4288,PAIR
3C 8C TC TD KC,4289,PAIR
2C 8C TC TD KC,4290,PAIR
6C 7C TC TD KC,4291,PAIR
5C 7C TC TD KC,4292,PAIR
4C 7C TC TD KC,4293,PAIR
3C 7C TC TD KC,4294,PAIR
2C 7C TC TD KC,4295,PAIR
5C 6C TC TD KC,4296,PAIR
4C 6C TC TD KC,4297,PAIR
3C 6C TC TD KC,4298,PAIR
2C 6C TC TD KC,4299,PAIR
4C 5C TC TD KC,4300,PAIR
3C 5C TC TD KC,4301,PAIR
2C 5C TC TD KC,4302,PAIR
3C 4C TC TD KC,4303,PAIR
2C 4C TC TD KC,4304,PAIR
2C 3C TC TD KC,4305,PAIR
9C TC TD JC QC,4306,PAIR
8C TC TD JC QC,4307,PAIR
7C TC TD JC QC,4308,PAIR
6C TC TD JC QC,4309,PAIR
5C TC TD JC QC,4310,PAIR
4C TC TD JC QC,4311,PAIR
3C TC TD JC QC,4312,PAIR
2C TC TD JC QC,4313,PAIR
8C 9C TC TD QC,4314,PAIR
7C 9C TC TD QC,4315,PAIR
6C 9C TC TD QC,4316,PAIR
5C 9C TC TD QC,4317,PAIR
4C 9C TC TD QC,4318,PAIR
3C 9C TC TD QC,4319,PAIR
2C 9C TC TD QC,4320,PAIR
7C 8C TC TD QC,4321,PAIR
6C 8C TC TD QC,4322,PAIR
5C 8C TC TD QC,4323,PAIR
4C 8C TC TD QC,4324,PAIR
3C 8C TC TD QC,4325,PAIR
2C 8C TC TD QC,4326,PAIR
6C 7C TC TD QC,4327,PAIR
5C 7C TC TD QC,4328,PAIR
4C 7C TC TD QC,4329,PAIR
3C 7C TC TD QC,4330,PAIR
2C 7C TC TD QC,4331,PAIR
5C 6C TC TD QC,4332,PAIR
4C 6C TC TD QC,4333,PAIR
3C 6C TC TD QC,4334,PAIR
2C 6C TC TD QC,4335,PAIR
4C 5C TC TD QC,4336,PAIR
3C 5C TC TD QC,4337,PAIR
2C 5C TC TD QC,4338,PAIR
3C 4C TC TD QC,4339,PAIR
2C 4C TC TD QC,4340,PAIR
2C 3C TC TD QC,4341,PAIR
8C 9C TC TD JC,4342,PAIR
7C 9C TC TD JC,4343,PAIR
6C 9C TC TD JC,4344,PAIR
5C 9C TC TD JC,4345,PAIR
4C 9C TC TD JC,4346,PAIR
3C 9C TC TD JC,4347,PAIR
2C 9C TC TD JC,4348,PAIR
7C 8C TC TD JC,4349,PAIR
6C 8C TC TD JC,4350,PAIR
5C 8C TC TD JC,4351,PAIR
4C 8C TC TD JC,4352,PAIR
3C 8C TC TD JC,4353,PAIR
2C 8C TC TD JC,4354,PAIR
6C 7C TC TD JC,4355,PAIR
5C 7C TC TD JC,4356,PAIR
4C 7C TC TD JC,4357,PAIR
3C 7C TC TD JC,4358,PAIR
2C 7C TC TD JC,4359,PAIR
5C 6C TC TD JC,4360,PAIR
4C 6C TC TD JC,4361,PAIR
3C 6C TC TD JC,4362,PAIR
2C 6C TC TD JC,4363,PAIR
4C 5C TC TD JC,4364,PAIR
3C 5C TC TD JC,4365,PAIR
2C 5C TC TD JC,4366,PAIR
3C 4C TC TD JC,4367,PAIR
2C 4C TC TD JC,4368,PAIR
2C 3C TC TD JC,4369,PAIR
7C 8C 9C TC TD,4370,PAIR
6C 8C 9C TC TD,4371,PAIR
5C 8C 9C TC TD,4372,PAIR
4C 8C 9C TC TD,4373,PAIR
3C 8C 9C TC TD,4374,PAIR
2C 8C 9C TC TD,4375,PAIR
6C 7C 9C TC TD,4376,PAIR
5C 7C 9C TC TD,4377,PAIR
4C 7C 9C TC TD,4378,PAIR
3C 7C 9C TC TD,4379,PAIR
2C 7C 9C TC TD,4380,PAIR
5C 6C 9C TC TD,4381,PAIR
4C 6C 9C TC TD,4382,PAIR
3C 6C 9C TC TD,4383,PAIR
2C 6C 9C TC TD,4384,PAIR
4C 5C 9C TC TD,4385,PAIR
3C 5C 9C TC TD,4386,PAIR
2C 5C 9C TC TD,4387,PAIR
3C 4C 9C TC TD,4388,PAIR
2C 4C 9C TC TD,4389,PAIR
2C 3C 9C TC TD,4390,PAIR
6C 7C 8C TC TD,4391,PAIR
5C 7C 8C TC TD,4392,PAIR
4C 7C 8C TC TD,4393,PAIR
3C 7C 8C TC TD,4394,PAIR
2C 7C 8C TC TD,4395,PAIR
5C 6C 8C TC TD,4396,PAIR
4C 6C 8C TC TD,4397,PAIR
3C 6C 8C TC TD,4398,PAIR
2C 6C 8C TC TD,4399,PAIR
4C 5C 8C TC TD,4400,PAIR
3C 5C 8C TC TD,4401,PAIR
2C 5C 8C TC TD,4402,PAIR
3C 4C 8C TC TD,4403,PAIR
2C 4C 8C TC TD,4404,PAIR
2C 3C 8C TC TD,4405,PAIR
5C 6C 7C TC TD,4406,PAIR
4C 6C 7C TC TD,4407,PAIR
3C 6C 7C TC TD,4408,PAIR
2C 6C 7C TC TD,4409,PAIR
4C 5C 7C TC TD,4410,PAIR
3C 5C 7C TC TD,4411,PAIR
2C 5C 7C TC TD,4412,PAIR
3C 4C 7C TC TD,4413,PAIR
2C 4C 7C TC TD,4414,PAIR
2C 3C 7C TC TD,4415,PAIR
4C 5C 6C TC TD,4416,PAIR
3C 5C 6C TC TD,4417,PAIR
2C 5C 6C TC TD,4418,PAIR
3C 4C 6C TC TD,4419,PAIR
2C 4C 6C TC TD,4420,PAIR
2C 3C 6C TC TD,4421,PAIR
3C 4C 5C TC TD,4422,PAIR
2C 4C 5C TC TD,4423,PAIR
2C 3C 5C TC TD,4424,PAIR
2C 3C 4C TC TD,4425,PAIR
9C 9D QC KC AC,4426,PAIR
9C 9D JC KC AC,4427,PAIR
9C 9D TC KC AC,4428,PAIR
8C 9C 9D KC AC,4429,PAIR
7C 9C 9D KC AC,4430,PAIR
6C 9C 9D KC AC,4431,PAIR
5C 9C 9D KC AC,4432,PAIR
4C 9C 9D KC AC,4433,PAIR
3C 9C 9D KC AC,4434,PAIR
2C 9C 9D KC AC,4435,PAIR
9C 9D JC QC AC,4436,PAIR
9C 9D TC QC AC,4437,PAIR
8C 9C 9D QC AC,4438,PAIR
7C 9C 9D QC AC,4439,PAIR
6C 9C 9D QC AC,4440,PAIR
5C 9C 9D QC AC,4441,PAIR
4C 9C 9D QC AC,4442,PAIR
3C 9C 9D QC AC,4443,PAIR
2C 9C 9D QC AC,4444,PAIR
9C 9D TC JC AC,4445,PAIR
8C 9C 9D JC AC,4446,PAIR
7C 9C 9D JC AC,4447,PAIR
6C 9C 9D JC AC,4448,PAIR
5C 9C 9D JC AC,4449,PAIR
4C 9C 9D JC AC,4450,PAIR
3C 9C 9D JC AC,4451,PAIR
2C 9C 9D JC AC,4452,PAIR
8C 9C 9D TC AC,4453,PAIR
7C 9C 9D TC AC,4454,PAIR
6C 9C 9D TC AC,4455,PAIR
5C 9C 9D TC AC,4456,PAIR
4C 9C 9D TC AC,4457,PAIR
3C 9C 9D TC AC,4458,PAIR
2C 9C 9D TC AC,4459,PAIR
7C 8C 9C 9D AC,4460,PAIR
6C 8C 9C 9D AC,4461,PAIR
5C 8C 9C 9D AC,4462,PAIR
4C 8C 9C 9D AC,4463,PAIR
3C 8C 9C 9D AC,4464,PAIR
2C 8C 9C 9D AC,4465,PAIR
6C 7C 9C 9D AC,4466,PAIR
5C 7C 9C 9D AC,4467,PAIR
4C 7C 9C 9D AC,4468,PAIR
3C 7C 9C 9D AC,4469,PAIR
2C 7C 9C 9D AC,4470,PAIR
5C 6C 9C 9D AC,4471,PAIR
4C 6C 9C 9D AC,4472,PAIR
3C 6C 9C 9D AC,4473,PAIR
2C 6C 9C 9D AC,4474,PAIR
4C 5C 9C 9D AC,4475,PAIR
3C 5C 9C 9D AC,4476,PAIR
2C 5C 9C 9D AC,4477,PAIR
3C 4C 9C 9D AC,4478,PAIR
2C 4C 9C 9D AC,4479,PAIR
2C 3C 9C 9D AC,4480,PAIR
9C 9D JC QC KC,4481,PAIR
9C 9D TC QC KC,4482,PAIR
8C 9C 9D QC KC,4483,PAIR
7C 9C 9D QC KC,4484,PAIR
6C 9C 9D QC KC,4485,PAIR
5C 9C 9D QC KC,4486,PAIR
4C 9C 9D QC KC,4487,PAIR
3C 9C 9D QC KC,4488,PAIR
2C 9C 9D QC KC,4489,PAIR
9C 9D TC JC KC,4490,PAIR
8C 9C 9D JC KC,4491,PAIR
7C 9C 9D JC KC,4492,PAIR
6C 9C 9D JC KC,4493,PAIR
5C 9C 9D JC KC,4494,PAIR
4C 9C 9D JC KC,4495,PAIR
3C 9C 9D JC KC,4496,PAIR
